year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2019-08,2019-12,Long-term migrant,Net,Female,20-24 years,49,31,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,25-29 years,467,38,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,30-34 years,375,27,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,35-39 years,252,22,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,40-44 years,138,17,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,45-49 years,94,14,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,50-54 years,53,15,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,55-59 years,54,15,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,5-9 years,208,15,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,60-64 years,55,15,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,65-69 years,30,11,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,70-74 years,11,8,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,75-79 years,3,6,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,80-84 years,-5,4,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,85-89 years,2,3,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,90+ years,4,2,Provisional
2019-08,2019-12,Long-term migrant,Net,Female,TOTAL,2255,107,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,0-4 years,216,18,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,10-14 years,146,12,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,15-19 years,96,18,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,20-24 years,141,29,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,25-29 years,224,37,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,30-34 years,386,28,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,35-39 years,389,24,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,40-44 years,285,19,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,45-49 years,158,19,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,50-54 years,51,16,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,55-59 years,32,14,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,5-9 years,202,14,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,60-64 years,61,14,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,65-69 years,47,12,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,70-74 years,22,8,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,75-79 years,5,6,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,80-84 years,0,4,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,85-89 years,-1,2,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2019-08,2019-12,Long-term migrant,Net,Male,TOTAL,2460,110,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,0-4 years,394,29,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,10-14 years,360,19,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,15-19 years,171,29,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,20-24 years,190,48,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,25-29 years,691,61,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,30-34 years,761,43,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,35-39 years,640,35,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,40-44 years,423,28,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,45-49 years,251,27,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,50-54 years,104,24,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,55-59 years,86,23,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,5-9 years,411,23,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,60-64 years,116,24,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,65-69 years,77,19,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,70-74 years,33,13,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,75-79 years,8,9,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,80-84 years,-5,6,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,85-89 years,1,4,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,90+ years,4,2,Provisional
2019-08,2019-12,Long-term migrant,Net,TOTAL,TOTAL,4716,188,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,0-4 years,393,12,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,10-14 years,312,10,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,15-19 years,331,15,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,20-24 years,667,20,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,25-29 years,1128,26,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,30-34 years,784,20,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,35-39 years,526,16,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,40-44 years,328,13,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,45-49 years,222,11,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,50-54 years,170,11,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,55-59 years,163,12,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,5-9 years,380,10,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,60-64 years,158,12,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,65-69 years,88,9,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,70-74 years,50,6,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,75-79 years,25,4,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,80-84 years,7,2,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,85-89 years,10,2,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,90+ years,5,1,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Female,TOTAL,5748,77,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,0-4 years,446,12,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,10-14 years,279,9,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,15-19 years,353,13,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,20-24 years,730,19,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,25-29 years,971,24,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,30-34 years,856,22,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,35-39 years,698,18,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,40-44 years,504,16,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,45-49 years,315,13,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,50-54 years,181,11,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,55-59 years,130,10,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,5-9 years,397,10,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,60-64 years,143,12,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,65-69 years,112,11,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,70-74 years,55,7,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,75-79 years,22,4,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,80-84 years,11,3,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,85-89 years,3,1,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,90+ years,0,0,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,Male,TOTAL,6206,74,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,0-4 years,839,20,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,10-14 years,591,14,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,15-19 years,684,21,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,20-24 years,1397,31,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,25-29 years,2098,41,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,30-34 years,1640,32,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,35-39 years,1224,27,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,40-44 years,832,23,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,45-49 years,537,19,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,50-54 years,351,17,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,55-59 years,293,17,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,5-9 years,777,16,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,60-64 years,301,19,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,65-69 years,199,16,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,70-74 years,104,11,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,75-79 years,46,7,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,80-84 years,19,4,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,85-89 years,13,3,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,90+ years,5,1,Provisional
2019-08,2020-01,Long-term migrant,Arrivals,TOTAL,TOTAL,11954,127,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,0-4 years,204,11,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,10-14 years,86,6,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,15-19 years,241,13,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,20-24 years,590,19,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,25-29 years,636,19,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,30-34 years,385,15,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,35-39 years,242,11,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,40-44 years,165,9,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,45-49 years,118,9,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,50-54 years,102,9,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,55-59 years,97,9,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,5-9 years,162,8,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,60-64 years,72,8,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,65-69 years,48,6,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,70-74 years,26,4,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,75-79 years,15,3,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,80-84 years,9,3,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,85-89 years,5,1,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,90+ years,1,0,Provisional
2019-08,2020-01,Long-term migrant,Departures,Female,TOTAL,3202,58,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,0-4 years,233,11,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,10-14 years,113,7,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,15-19 years,243,12,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,20-24 years,573,18,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,25-29 years,715,19,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,30-34 years,440,15,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,35-39 years,268,13,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,40-44 years,201,12,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,45-49 years,144,11,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,50-54 years,117,10,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,55-59 years,95,9,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,5-9 years,174,8,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,60-64 years,66,7,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,65-69 years,44,6,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,70-74 years,24,4,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,75-79 years,11,3,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,80-84 years,10,3,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,85-89 years,4,1,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,90+ years,0,0,Provisional
2019-08,2020-01,Long-term migrant,Departures,Male,TOTAL,3476,62,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,0-4 years,437,17,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,10-14 years,199,9,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,15-19 years,484,20,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,20-24 years,1163,29,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,25-29 years,1351,29,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,30-34 years,825,23,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,35-39 years,510,18,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,40-44 years,366,16,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,45-49 years,261,15,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,50-54 years,219,14,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,55-59 years,192,14,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,5-9 years,336,13,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,60-64 years,138,11,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,65-69 years,92,10,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,70-74 years,49,6,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,75-79 years,26,5,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,80-84 years,19,4,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,85-89 years,9,2,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,90+ years,1,1,Provisional
2019-08,2020-01,Long-term migrant,Departures,TOTAL,TOTAL,6678,103,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,0-4 years,190,15,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,10-14 years,226,11,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,15-19 years,90,19,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,20-24 years,77,28,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,25-29 years,492,32,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,30-34 years,399,24,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,35-39 years,285,19,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,40-44 years,163,16,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,45-49 years,104,14,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,50-54 years,69,14,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,55-59 years,67,14,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,5-9 years,218,13,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,60-64 years,86,14,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,65-69 years,39,11,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,70-74 years,24,7,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,75-79 years,10,5,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,80-84 years,-2,3,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,85-89 years,6,3,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,90+ years,5,1,Provisional
2019-08,2020-01,Long-term migrant,Net,Female,TOTAL,2546,96,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,0-4 years,212,15,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,10-14 years,166,10,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,15-19 years,110,17,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,20-24 years,157,26,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,25-29 years,255,29,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,30-34 years,416,26,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,35-39 years,430,21,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,40-44 years,303,20,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,45-49 years,171,16,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,50-54 years,64,15,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,55-59 years,34,12,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,5-9 years,223,12,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,60-64 years,77,13,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,65-69 years,68,12,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,70-74 years,31,8,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,75-79 years,10,5,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,80-84 years,1,4,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,85-89 years,-1,2,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,90+ years,0,0,Provisional
2019-08,2020-01,Long-term migrant,Net,Male,TOTAL,2730,91,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,0-4 years,402,25,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,10-14 years,393,15,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,15-19 years,201,28,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,20-24 years,234,43,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,25-29 years,747,49,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,30-34 years,815,38,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,35-39 years,715,32,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,40-44 years,466,27,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,45-49 years,276,24,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,50-54 years,132,22,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,55-59 years,101,20,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,5-9 years,442,20,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,60-64 years,163,21,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,65-69 years,107,18,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,70-74 years,55,11,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,75-79 years,20,8,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,80-84 years,-1,6,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,85-89 years,4,3,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,90+ years,5,2,Provisional
2019-08,2020-01,Long-term migrant,Net,TOTAL,TOTAL,5276,162,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,0-4 years,394,11,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,10-14 years,312,9,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,15-19 years,332,13,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,20-24 years,660,21,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,25-29 years,1119,26,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,30-34 years,789,18,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,35-39 years,532,15,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,40-44 years,331,12,Provisional
2019-08,2020-02,Long-term migrant,Arrivals,Female,45-49 years,225,11,Provisional
